item,itemLabel,itemDescription,twitterName,twitterID,twitterFollowers,sitelinks
http://www.wikidata.org/entity/Q6084032,Nadir Nadi,Turkish journalist (1908-1991),,,,2
http://www.wikidata.org/entity/Q6084054,Necdet Sakaoğlu,Turkish author,,,,1
http://www.wikidata.org/entity/Q6084057,Cemal Sahir,"Turkish operetta artist, playwright",,,,1
http://www.wikidata.org/entity/Q6084066,Güngör Uras,Turkish journalist,,,,5
http://www.wikidata.org/entity/Q6084071,Hasan Civelek,researcher,,,,2
http://www.wikidata.org/entity/Q6084079,Turan Yüzüak,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6084089,Seyfi Havaeri,"Turkish actor, film director and screenwriter",,,,5
http://www.wikidata.org/entity/Q6084092,Fikret Eren,Turkish lawyer,,,,1
http://www.wikidata.org/entity/Q6084113,Ahmed Günbay Yıldız,Turkish author,,,,1
http://www.wikidata.org/entity/Q6084121,Emel Aydan,Turkish actress,,,,2
http://www.wikidata.org/entity/Q6084131,Yeşim Koçak,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6084128,Arzu Çağlan,Turkish writer,,,,1
http://www.wikidata.org/entity/Q6084146,Erkan Sözeri,Turkish association football player,,,,5
http://www.wikidata.org/entity/Q6084151,Metin Cengiz,Turkish author,,,,1
http://www.wikidata.org/entity/Q6084165,İsmail Hakkı Tekçe,Turkish military officer,,,,3
http://www.wikidata.org/entity/Q6084194,Cafer Zorlu,Turkish creaca,,,,1
http://www.wikidata.org/entity/Q6084197,Gani Mehmet EKİM,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6084204,Orhan Sengurbuz,Turkish television presenter,,,,1
http://www.wikidata.org/entity/Q6084238,Uluç Gürkan,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6084236,Hanife Çetiner,Turkish fashion designer,,,,2
http://www.wikidata.org/entity/Q6084245,Mehmet Akif Önal,Turkish association football player,,,,2
http://www.wikidata.org/entity/Q6084260,Isaac Fresco Romano,Ottoman composer and tambur player,,,,1
http://www.wikidata.org/entity/Q6084264,Saffet Arıkan,Turkish politician and diplomat,,,,4
http://www.wikidata.org/entity/Q6084278,Öztürk İlmaz,Türk şarkıcı,,,,1
http://www.wikidata.org/entity/Q6084276,Agah Özgüç,Turkish journalist,,,,1
http://www.wikidata.org/entity/Q6084290,Mehmet Necati Çetinkaya,Turkish politician,,,,2
http://www.wikidata.org/entity/Q6084298,Zeki Öztürk,Turkish male long-distance runner,,,,3
http://www.wikidata.org/entity/Q6084309,Atacan Arseven,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6084314,Oltan Karakullukçu,Turkish association football player,,,,3
http://www.wikidata.org/entity/Q6084321,Nihat Emre Ekim,Turkish basketball player,,,,2
http://www.wikidata.org/entity/Q6084327,İzzet Polatlar,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6084342,Nuri Sami Koral,Turkish composer,,,,1
http://www.wikidata.org/entity/Q6084340,Halis Karataş,Turkish jockey,,,,1
http://www.wikidata.org/entity/Q6084354,Doğan Özlem,,,,,1
http://www.wikidata.org/entity/Q6084372,Hasan Pulur,Turkish journalist (1932-2015),,,,2
http://www.wikidata.org/entity/Q6084387,Turhan Kapanlı,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6084394,Erdi Koç,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6084402,Mutlu Kızıltan,Turkish football player,,,,1
http://www.wikidata.org/entity/Q6084408,Serkan Ercan,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6084413,Ümit Türkoğlu,Turkish basketball player (1981-),,,,4
http://www.wikidata.org/entity/Q6084426,Neslihan Yeldan,Turkish actress,,,,10
http://www.wikidata.org/entity/Q6084459,Devrim Parscan,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6084456,Aysel Tanju,Turkish actress,,,,1
http://www.wikidata.org/entity/Q6084465,Cem Mansur,Turkish conductor,,,,2
http://www.wikidata.org/entity/Q6084481,Abidin Daver,Turkish politician,,,,4
http://www.wikidata.org/entity/Q6084505,Zihni Göktay,Turkish actor,,,,3
http://www.wikidata.org/entity/Q6084511,Müjde Arslan,"Turkish writer, journalist, screenplayer, director",,,,2
http://www.wikidata.org/entity/Q6084515,Süleyman Özdamar,Turkish footballer,,,,4
http://www.wikidata.org/entity/Q6084535,Ümit Karaal,Turkish football player,,,,3
http://www.wikidata.org/entity/Q6084537,İbrahim Yazıcı,Turkish orchestra conductor,,,,2
http://www.wikidata.org/entity/Q6084554,Samet Reis,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6084561,İlkay Demir,Turkish footballer,,,,2
http://www.wikidata.org/entity/Q6084561,İlkay Demir,Turkish footballer,,,,2
http://www.wikidata.org/entity/Q6084565,Hasan Dinçer,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6084571,Server Yılmaz,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6084606,Okan Karabulut,Turkish association football player,,,,2
http://www.wikidata.org/entity/Q6084609,Aşık Maksut Feryadi,,,,,2
http://www.wikidata.org/entity/Q6084614,Hikmet Karagöz,Turkish actor,,,,2
http://www.wikidata.org/entity/Q6084635,Burhan Oğuz,Turkish author (1919-2009),,,,2
http://www.wikidata.org/entity/Q6084650,Levent Taşkın,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6084653,Heyecan Başaran,Turkish actress (1927-2016),,,,1
http://www.wikidata.org/entity/Q6084672,Harun Aydoslu,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6084676,Ismail Akbay,physicist,,,,4
http://www.wikidata.org/entity/Q6084697,Erol Bilbilik,politician,,,,1
http://www.wikidata.org/entity/Q6084705,Celalettin Germiyanoğlu,Turkish bureaucrat,,,,1
http://www.wikidata.org/entity/Q6084718,Nesrin Akkoç,Turkish actress,,,,2
http://www.wikidata.org/entity/Q6084727,Meral Oğuz,actor,,,,1
http://www.wikidata.org/entity/Q6084753,Suna Tanaltay,Turkish writer (1933-2021),,,,3
http://www.wikidata.org/entity/Q6084759,Necmettin Çobanoglu,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6084763,Oğuz Kağan Köksal,Turkish politician,,,,4
http://www.wikidata.org/entity/Q6084771,Gürdal Duyar,Turkish sculptor (1935-2004),,,,6
http://www.wikidata.org/entity/Q6084792,Zeynep Dağı,Turkish politician,,,,2
http://www.wikidata.org/entity/Q6084797,Bekir Yıldız,politician,,,,1
http://www.wikidata.org/entity/Q6084801,İzzet Gönenç,Türk akademisyen,,,,1
http://www.wikidata.org/entity/Q6084804,Burhan Atak,Turkish footballer (1905-1987),,,,7
http://www.wikidata.org/entity/Q6084808,Gün Sazak,Turkish politician,,,,3
http://www.wikidata.org/entity/Q6084813,Muammer Hacioglu,,,,,1
http://www.wikidata.org/entity/Q6084821,Can Barhan,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6084834,Aşık Yoksul Derviş,,,,,1
http://www.wikidata.org/entity/Q6084843,Gürbüz Yılmaz,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6084846,Sanem Öge,Turkish actress,,,,1
http://www.wikidata.org/entity/Q6084853,Şükriye Atav,Turkish actress (1917-2000),,,,3
http://www.wikidata.org/entity/Q6084859,Hümay Güldağ,Turkish actress,,,,1
http://www.wikidata.org/entity/Q6084863,Hüseyin Hüsnü Tekışık,,,,,1
http://www.wikidata.org/entity/Q6084861,Kahraman Acehan,Turkish voice actor and stage actor,,,,1
http://www.wikidata.org/entity/Q6084874,Osman Nuri Akçokraklı,,,,,1
http://www.wikidata.org/entity/Q6084884,Ali Kireş,Turkish footballer,,,,3
http://www.wikidata.org/entity/Q6084909,Mahmut Tali Öngören,Turkish journalist,,,,1
http://www.wikidata.org/entity/Q6084921,Erol Erdoğan,politician,,,,2
http://www.wikidata.org/entity/Q6084932,Hakan Karahan,Turkish actor,,,,5
http://www.wikidata.org/entity/Q6084940,Hasan Tahsin Akıncı,"Turkish military officer, bureaucrat",,,,1
http://www.wikidata.org/entity/Q6084951,Veli Çelik,Turkish film director,,,,1
http://www.wikidata.org/entity/Q6084953,Fatih Kolsuz,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6084958,Rauf İnan,politician,,,,1
http://www.wikidata.org/entity/Q6084981,Hacı Vesim Paşa,,,,,1
http://www.wikidata.org/entity/Q6084986,Talip Apaydın,Turkish author (1926-2014),,,,1
http://www.wikidata.org/entity/Q6085014,Sümer Oral,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6085021,Abdülaziz Bekkine,,,,,2
http://www.wikidata.org/entity/Q6085028,Vitali Hakko,Turkish businessman,,,,5
http://www.wikidata.org/entity/Q6085041,Erkan Erten,,,,,1
http://www.wikidata.org/entity/Q6085044,Fatih Erbakan,Turkish politician,,,,4
http://www.wikidata.org/entity/Q6085055,Berk Yıldız,Turkish football player,,,,6
http://www.wikidata.org/entity/Q6085053,Gürol Güngör,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6085058,Sevim Çalışgir,Turkish actress,,,,1
http://www.wikidata.org/entity/Q6085066,Müge Boz,Turkish actress,,,,5
http://www.wikidata.org/entity/Q6085064,Orhan Deymeci,Turkish football player,,,,1
http://www.wikidata.org/entity/Q6085071,Atsız Karaduman,Turkish actor,,,,2
http://www.wikidata.org/entity/Q6085068,Deniz Oral,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6085074,Abdullah Kızılırmak,Turkish astronomer,,,,2
http://www.wikidata.org/entity/Q6085089,Kartal Balaban,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6085099,Mesut Aytunca,Turkish musician,,,,1
http://www.wikidata.org/entity/Q6085135,Salih Kenan Şahin,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6085138,Murat Arkın,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6085140,Kaya Özsezgin,Turkish author (1938-2016),,,,1
http://www.wikidata.org/entity/Q6085158,Serdar Rifat Kırkoğlu,Turkish author,,,,1
http://www.wikidata.org/entity/Q6085163,Feridun Emecen,Turkish author,,,,3
http://www.wikidata.org/entity/Q6085174,Ayberk Atilla,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6085172,Sinem Öztürk,Turkish actress,,,,10
http://www.wikidata.org/entity/Q6085178,Ayşe Sarısayın,Turkish writer,,,,1
http://www.wikidata.org/entity/Q6085192,Melek Kobra,Turkish actress,,,,1
http://www.wikidata.org/entity/Q6085210,Halil İbrahim Özyörük,Turkish politician (1884-1960),,,,2
http://www.wikidata.org/entity/Q6085213,Özgür Ozan,Turkish actor,,,,2
http://www.wikidata.org/entity/Q6085219,Cengiz Seçsev,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6085243,Arşavir Alyanak,Turkish actor (1907-1981),,,,1
http://www.wikidata.org/entity/Q6085240,Candan Sabuncu,Turkish actress (1944-2018),,,,2
http://www.wikidata.org/entity/Q6085247,Gülşen Tatu,,,,,1
http://www.wikidata.org/entity/Q6085254,Ömer Engin Lütem,Turkish diplomat,,,,3
http://www.wikidata.org/entity/Q6085266,Nurettin Yılmaz,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6085264,Aslı İçözü,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6085276,Mesut Morgül,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6085281,Muhammed Rıza Altıntaş,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6085286,Turşucuzade Ahmet Muhtar Efendi,,,,,2
http://www.wikidata.org/entity/Q6085288,Sema Kaygusuz,Turkish writer,,,,13
http://www.wikidata.org/entity/Q6085296,Kaan Dorak,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6085309,İsmet Arıkan,Turkish association football player (1934-2008),,,,1
http://www.wikidata.org/entity/Q6085318,Ahmet Taşar,Türk seslendirme sanatçısı,,,,1
http://www.wikidata.org/entity/Q6085322,Fatma Murat,Turkish actress,,,,1
http://www.wikidata.org/entity/Q6085330,Sadettin Tantan,Turkish politician,,,,4
http://www.wikidata.org/entity/Q6085342,Feride Çiçekoğlu,Turkish architect and screenwriter,,,,3
http://www.wikidata.org/entity/Q6085345,Cengiz Sezici,Turkish actor,,,,2
http://www.wikidata.org/entity/Q6085403,Murat Kara,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6085401,Oylum Talu,Turkish television presenter,,,,2
http://www.wikidata.org/entity/Q6085420,Mehmet Cihat Özönder,Turkish politician (1947-2007),,,,1
http://www.wikidata.org/entity/Q6085442,Mehmet Pamak,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6085481,Şükrü Can Yılmaz,Turkish football player,,,,1
http://www.wikidata.org/entity/Q6085510,Ali Rıza Kubilay,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6085524,Ali İhsan Aksamaz,Turkish author,,,,1
http://www.wikidata.org/entity/Q6085544,Aşkın Çolak,,,,,1
http://www.wikidata.org/entity/Q6085549,Osman Soykut,American-Turkish actor,,,,11
http://www.wikidata.org/entity/Q6085559,Ali Filibeli,Turkish football player (1942-2011),,,,2
http://www.wikidata.org/entity/Q6085586,Şevket Yorulmaz,Turkish association football player (1926-1997),,,,2
http://www.wikidata.org/entity/Q6085589,Tuluyhan Uğurlu,Turkish pianist,,,,3
http://www.wikidata.org/entity/Q6085597,İbrahim Necipoğlu,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6085602,Hamit Ayden,Turkish football player (1956-1991),,,,1
http://www.wikidata.org/entity/Q6085618,Sarper Özsan,Türk müzisyen,,,,1
http://www.wikidata.org/entity/Q6085621,Nusret Taşdeler,Türk asker,,,,2
http://www.wikidata.org/entity/Q6085633,Adnan Başer Kafaoğlu,Turkish politician (1925-2002),,,,1
http://www.wikidata.org/entity/Q6085639,Emin Önen,Turkish politician,,,,2
http://www.wikidata.org/entity/Q6085636,Fatih Özatay,"Türk ekonomist, akademisyen, köşe yazarı",,,,1
http://www.wikidata.org/entity/Q6085660,Hülya Şen,Turkish actress,,,,3
http://www.wikidata.org/entity/Q6085672,Ahmed Ihsan Tokgöz,Turkish journalist and politician,,,,5
http://www.wikidata.org/entity/Q6085672,Ahmed Ihsan Tokgöz,Turkish journalist and politician,,,,5
http://www.wikidata.org/entity/Q6085676,Okan Şenozan,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6085688,Bala Atabek,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6085706,Ünal İnanç,Turkish journalist,,,,1
http://www.wikidata.org/entity/Q6085709,Fırat Yükselir,Turkish pianist and conductor,,,,2
http://www.wikidata.org/entity/Q6085713,Ersan Özer,,,,,2
http://www.wikidata.org/entity/Q6085721,Kemal Gökhan Gürses,Turkish caricaturist,,,,1
http://www.wikidata.org/entity/Q6085726,Hüseyin Kılıçkan,Turkish artist,,,,2
http://www.wikidata.org/entity/Q6085760,Mustafa Turan,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6085787,Kıvanç Kasabalı,Turkish actor,,,,5
http://www.wikidata.org/entity/Q6085791,Selma Geçer,Turkish female singer,,,,2
http://www.wikidata.org/entity/Q6085796,Erdem Şenocak,Turkish filmmaker,,,,1
http://www.wikidata.org/entity/Q6085815,Suphi Kaner,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6085819,İhsan Devrim,Turkish actor (1915-2010),,,,1
http://www.wikidata.org/entity/Q6085847,Mehmet Ali Nuroğlu,Turkish actor,,,,4
http://www.wikidata.org/entity/Q6085878,Asaf Savaş Akat,economist and academic,,,,3
http://www.wikidata.org/entity/Q6085886,Yedi Sekiz Hasan Paşa,,,,,1
http://www.wikidata.org/entity/Q6085895,Taner Taşkın,Turkish association football player,,,,3
http://www.wikidata.org/entity/Q6085915,Turgut Uyar,Turkish poet,,,,9
http://www.wikidata.org/entity/Q6085912,Sinan Kaynakçı,Turkish musician,,,,1
http://www.wikidata.org/entity/Q6085922,İsak Varon,Turkish businessperson (1884-1962),,,,1
http://www.wikidata.org/entity/Q6085924,Ramiz Gökçe,,,,,1
http://www.wikidata.org/entity/Q6085935,İlknur Bozkurt,Turkish actress,,,,1
http://www.wikidata.org/entity/Q6085944,Benli Hasan Aga,,,,,1
http://www.wikidata.org/entity/Q6085967,Yunus Murat Ceylan,Turkish association football player,,,,5
http://www.wikidata.org/entity/Q6085985,Ahmet Uzel,Ottoman composer,,,,3
http://www.wikidata.org/entity/Q6085992,Kemal Ermetin,,,,,1
http://www.wikidata.org/entity/Q6086012,Mahir İpek,Turkish actor,,,,2
http://www.wikidata.org/entity/Q6086041,Altan Deliorman,Turkish journalist,,,,2
http://www.wikidata.org/entity/Q6086047,Nergis Çorakçı,Turkish actress,,,,1
http://www.wikidata.org/entity/Q6086069,Mustafa Necdet Uğur,Turkish politician,,,,2
http://www.wikidata.org/entity/Q6086118,Ahmet Esat Uras,Turkish politician,,,,3
http://www.wikidata.org/entity/Q6086119,Sevim Ak,Türk yazar,,,,1
http://www.wikidata.org/entity/Q6086143,Cevat Fehmi Başkut,Turkish journalist and writer,,,,2
http://www.wikidata.org/entity/Q6086153,Abdülezel Paşa,,,,,1
http://www.wikidata.org/entity/Q6086216,Şükrü Kanatlı,Turkish soldier,,,,2
http://www.wikidata.org/entity/Q6086266,Ziyad Ebüzziya,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6086269,Aydoğan Temel,Turkish voice actor,,,,2
http://www.wikidata.org/entity/Q6086272,Cihan Güçlü,,,,,1
http://www.wikidata.org/entity/Q6086314,Muharrem Dalkılıç,Turkish middle-distance runner,,,,2
http://www.wikidata.org/entity/Q6086319,Abdülmecit Doğru,Turkish physician (1929-1991),,,,1
http://www.wikidata.org/entity/Q6086317,Ahmet Halit Yaşaroğlu,Turkish publisher,,,,1
http://www.wikidata.org/entity/Q6086322,Gökhan Mete,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6086338,Yavuz Karakaş,Turkish actor,,,,2
http://www.wikidata.org/entity/Q6086357,İlhan Egemen Darendelioğlu,Turkish politician,,,,2
http://www.wikidata.org/entity/Q6086369,Erol Babaoğlu,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6086373,İsmet Arasan,Turkish film director,,,,1
http://www.wikidata.org/entity/Q6086394,Metin Sofuoğlu,Turkish karateka,,,,2
http://www.wikidata.org/entity/Q6086403,Gülriz Sururi,Turkish actress (1929-2018),,,,8
http://www.wikidata.org/entity/Q6086401,Güney Atılgan,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6086401,Güney Atılgan,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6086425,Savaş Karakaş,,,,,1
http://www.wikidata.org/entity/Q6086430,Ergin Saygun,Turkish general,,,,1
http://www.wikidata.org/entity/Q6086442,Ayşe Önder,,,,,1
http://www.wikidata.org/entity/Q6086458,Yahya Galip Kargı,Turkish politician,,,,4
http://www.wikidata.org/entity/Q6086471,Necip Gülses,Turkish composer,,,,1
http://www.wikidata.org/entity/Q6086479,Ünal Küpeli,Turkish film director,,,,1
http://www.wikidata.org/entity/Q6086490,Memet Baydur,Türk oyun yazarı,,,,2
http://www.wikidata.org/entity/Q6086488,Doğan Cüceloğlu,Turkish psychologist,,,,5
http://www.wikidata.org/entity/Q6086507,Devrim Yakut,Turkish actress,,,,5
http://www.wikidata.org/entity/Q6086508,Kemal Bayram Çukurkavaklı,Turkish author,,,,1
http://www.wikidata.org/entity/Q6086548,Evren Duyal,Turkish actress,,,,1
http://www.wikidata.org/entity/Q6086575,Dursun Ali Sarıoğlu,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6086578,Necdet Tokatlıoğlu,,,,,1
http://www.wikidata.org/entity/Q6086580,Gökhan Sinanoğlu,Turkish football player,,,,2
http://www.wikidata.org/entity/Q6086602,Reşat Baykal,,,,,1
http://www.wikidata.org/entity/Q6086612,Fulya Gürses,,,,,1
http://www.wikidata.org/entity/Q6086621,Hüsamettin Çetinkaya,Turkish writer,,,,1
http://www.wikidata.org/entity/Q6086624,Gözde Kansu,Turkish actress and presenter,,,,3
http://www.wikidata.org/entity/Q6086668,Ayşe Şasa,Turkish screenwriter (1941-2014),,,,7
http://www.wikidata.org/entity/Q6086673,Nevzat Çelik,Turkish author,,,,2
http://www.wikidata.org/entity/Q6086693,Lokman Ayva,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6086701,Ali Uzunırmak,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6086718,Nermi Uygur,"Turkish philosopher, author",,,,2
http://www.wikidata.org/entity/Q6086737,Yaşar Okuyan,Turkish politician,,,,2
http://www.wikidata.org/entity/Q6086743,Seçkin Özdemir,"Turkish actor, TV host, radio host, disc jockey and model",,,,12
http://www.wikidata.org/entity/Q6086746,Osman Nuri Birgi,politician,,,,1
http://www.wikidata.org/entity/Q6086745,Rıfkı Salim Burçak,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6086781,Ahmet Remzi Yüreğir,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6086786,Cem Yıldız,Turkish composer,,,,1
http://www.wikidata.org/entity/Q6086791,Hüseyin Elmalipinar,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6086789,Adnan Cemgil,Turkish author (1909-2001),,,,1
http://www.wikidata.org/entity/Q6086794,İzmirli Süleyman Pasha,,,,,1
http://www.wikidata.org/entity/Q6086799,Onur Terzioğlu,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6086797,Zeki Faik İzer,painter (1905-1988),,,,1
http://www.wikidata.org/entity/Q6086849,Korkut Özal,Turkish politician,,,,6
http://www.wikidata.org/entity/Q6086867,Ahmet Yıldız,Turkish author,,,,1
http://www.wikidata.org/entity/Q6086878,Onur Demir,Turkish footballer,,,,2
http://www.wikidata.org/entity/Q6086882,Mehmet Çınarlı,Turkish author (1925-1999),,,,1
http://www.wikidata.org/entity/Q6086880,Mesut Süre,Turkish comedian,,,,1
http://www.wikidata.org/entity/Q6086887,Zeki Aslan,Turkish astronomer,,,,2
http://www.wikidata.org/entity/Q6086885,Rıza Ayhan,,,,,1
http://www.wikidata.org/entity/Q6086891,Sedat Kapanoğlu,Ekşi Sözlük kurucusu,,,,2
http://www.wikidata.org/entity/Q6086918,İskender Sayek,Turkish physician,,,,1
http://www.wikidata.org/entity/Q6086955,Tülin Özen,Turkish actress,,,,13
http://www.wikidata.org/entity/Q6086961,Ali Cengizkan,Turkish writer,,,,1
http://www.wikidata.org/entity/Q6086974,Israel Hanukoglu,Israeli biochemist,,,,3
http://www.wikidata.org/entity/Q6086979,İlhami Erdil,Turkish soldier,,,,3
http://www.wikidata.org/entity/Q6086986,Müzdat Yetkiner,Turkish association football player (1922-1994),,,,4
http://www.wikidata.org/entity/Q6087004,Ersin Onay,Turkish pianist,,,,2
http://www.wikidata.org/entity/Q6087011,İrfan Erdoğan,Türk iletişim bilimci,,,,1
http://www.wikidata.org/entity/Q6087027,Volkan Nadir Yılmaz,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6087043,İnan Kıraç,Türk iş insanı ve sanayici,,,,1
http://www.wikidata.org/entity/Q6087059,Çağlar Çorumlu,Turkish actor,,,,3
http://www.wikidata.org/entity/Q6087057,Turgut Boralı,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6087061,Ekrem Köse,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6087066,Yalçın Boratap,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6087069,Nüzhet Erman,Turkish poet,,,,1
http://www.wikidata.org/entity/Q6087097,Oktay Aslanapa,,,,,2
http://www.wikidata.org/entity/Q6087127,Rıza Esendemir,,,,,1
http://www.wikidata.org/entity/Q6087132,Oğulcan Engin,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6087140,Reşat Doğru,Turkish politician,,,,1
http://www.wikidata.org/entity/Q6087144,Cemile Sultan,"Ottoman princess, daughter of Sultan Abdulmejid I (1843–1915)",,,,9
http://www.wikidata.org/entity/Q6087157,Gökhan Çalışır,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6087171,Fikret Otyam,"Turkish journalist, writer and painter (1926-2015)",,,,8
http://www.wikidata.org/entity/Q6087200,Hüseyin Üzülmez,Turkish politician,,,,2
http://www.wikidata.org/entity/Q6087220,Efe Baltacıgil,Turkish cellist,,,,1
http://www.wikidata.org/entity/Q6087233,Onur Kayador,Turkish footballer,,,,4
http://www.wikidata.org/entity/Q6087255,Mahinur Ergun,Turkish film director and screenwriter,,,,3
http://www.wikidata.org/entity/Q6087259,Eşref Bilgiç,Turkish association football player (1908-1992),,,,6
http://www.wikidata.org/entity/Q6087267,Faruk Peker,"Turkish actor, screenwriter",,,,1
http://www.wikidata.org/entity/Q6087265,Alican Yücesoy,Turkish actor,,,,5
http://www.wikidata.org/entity/Q6087272,Ali Gökmen Altuğ,actor,,,,1
http://www.wikidata.org/entity/Q6087279,Turgay Demirel,Turkish basketball president,,,,3
http://www.wikidata.org/entity/Q6087286,İsmail Uyanık,,,,,1
http://www.wikidata.org/entity/Q6087288,Sabiha Bengütaş,first Turkish female sculptor (1904-1992),,,,22
http://www.wikidata.org/entity/Q6087326,Can Kolukısa,Turkish actor,,,,1
http://www.wikidata.org/entity/Q6087328,Kemal Çelik,"Turkish painter, archaeologist",,,,1
http://www.wikidata.org/entity/Q6087339,Cenk Koray,,,,,1
http://www.wikidata.org/entity/Q6087350,Cavit Karabey,Turkish singer,,,,1
http://www.wikidata.org/entity/Q6087348,Yunus Akman,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6087353,Recep Ankaralı,Turkish basketball referee,,,,4
http://www.wikidata.org/entity/Q6087366,Levent Peynirci,,,,,1
http://www.wikidata.org/entity/Q6087381,Ege Göktuna,Turkish musician,,,,2
http://www.wikidata.org/entity/Q6087410,Ayla Erduran,Turkish violinist,,,,19
http://www.wikidata.org/entity/Q6087426,Ahmet Ziya Yüce,Turkish association football player,,,,1
http://www.wikidata.org/entity/Q6087428,Çivizade Muhittin Mehmet Efendi,Osmanlı şeyhülislamı,,,,3
http://www.wikidata.org/entity/Q6087446,Jülide Kural,Turkish actress,,,,1
http://www.wikidata.org/entity/Q6087459,Seyit Yöre,,,,,1
http://www.wikidata.org/entity/Q6087462,Aykut Kibritçioğlu,,,,,1
http://www.wikidata.org/entity/Q6087461,Hasan Iğsız,Turkish general,,,,4
http://www.wikidata.org/entity/Q6087483,Önder Çakar,Turkish football player,,,,1
http://www.wikidata.org/entity/Q6087480,Hakan Fidan,Turkish soldier and bureaucrat,,,,12
http://www.wikidata.org/entity/Q6087494,Ece Uslu,"Turkish actress, voice actress and model",,,,8
http://www.wikidata.org/entity/Q6087496,Ahmet Er,Turkish politician,,,,3
http://www.wikidata.org/entity/Q6087501,Mavi,Turkish singer,,,,1
http://www.wikidata.org/entity/Q6087534,Fatih Özgüven,Turkish writer and translator,,,,1
http://www.wikidata.org/entity/Q6087539,Defne Yalnız,actor,,,,1
http://www.wikidata.org/entity/Q6087559,Hüseyin Tokmak,Turkish footballer,,,,2
http://www.wikidata.org/entity/Q6087556,Habib Uzun,Turkish association football player,,,,2
http://www.wikidata.org/entity/Q6087563,Tahsin Kesici,,,,,1
http://www.wikidata.org/entity/Q6087561,Bahri Altıntabak,Turkish football player,,,,2
http://www.wikidata.org/entity/Q6087565,Hale İşsever,Turkish film director,,,,0
http://www.wikidata.org/entity/Q6087589,Sevinç Tevs,Turkish jazz singer,,,,1
http://www.wikidata.org/entity/Q6087598,Zuhal Yalçın,Turkish actress,,,,1
http://www.wikidata.org/entity/Q6087602,Avni Yalçın,Turkish actor,,,,3
http://www.wikidata.org/entity/Q6087619,Mehmet Özgür,Turkish actor,,,,6
http://www.wikidata.org/entity/Q6087628,Bülent Alkılıç,Turkish association football player,,,,2
http://www.wikidata.org/entity/Q6087634,Yasin Közleme,Turkish association football player,,,,0
